Query,Brand,Attributes,Product_type
usb to lightning,,[],usb to lightning
puja ke phool,Phool,"['puja', 'ke', 'phool']",
elastic rubber band,,"['elastic', 'rubber']",band
mustard oil 5 kg,,['5 kg'],mustard oil
mustard oil dhara,Dhara,[],oil
green tea loose,Honest Tea,"['green', 'loose']",tea
puramate dark compound,Puramate,['dark'],compound
the bakers dozen,The Baker's Dozen,[],
dot & key toners,Dot & Key,[],toners
drools dog wet food,Drools,[],dog wet food
pink floral bouquet,Petals,"['pink', 'floral']",bouquet
carlton london perfume,Carlton London,[],perfume
hot chocolate mix,The Belgian Chocolate,[],hot chocolate mix
philips led tube light,Philips LED,[],tube light
non marking shoes,,['non marking'],shoes
herry potter kinderjoy,Kinder Joy,[],
water 10 ltr,Booster Water,['10 ltr'],water
duracell power bank,Duracell,[],power bank
kid's tongue cleaner,,"[""kid's""]",tongue cleaner
veg biryani masala,Sakthi Masala,"['veg', 'biryani', 'masala']",
bracelets & bangles,,[],bracelets & bangles
one plus charger,Oneplus,[],charger
mast masala chips,Mota Chips,"['mast', 'masala']",chips
munch wafer chocolates,Munch,[],wafer chocolates
gold flake mint,Gold Flake,['mint'],
gel pen black,Bluone Ink,"['gel', 'black']",pen
lip balm himalaya,Himalaya,[],lip balm
ice cream tub amul,Amul,[],ice cream tub
tan removal soap,,['tan removal'],soap
organic india ghee,Organic India,[],ghee
desi ghee milkfood,Milkfood,[],ghee
a5 sketch book,,[],sketch book
type c to 3.5,,['type c to 3.5'],
rice 2 kg,Masoori rice,['2 kg'],rice
black dry grapes,Fruits,['black'],dry grapes
bicycle air pump,,[],air pump
boat rockerz 450,boat,[],rockerz 450
dairy book 2025,Dairy Tales,[],book
plastic lunch box,RATAN PLASTICWARE,['plastic'],lunch box
talking flash cards,,[],flash cards
felix cat food,Felix,[],cat food
dove sandalwood soap,Dove,['sandalwood'],soap
dove shampoo and conditioner,Dove,[],shampoo and conditioner
dew fresh floor cleaner,Dew Fresh,[],floor cleaner
back pain roll-on,Spine,['back pain'],roll-on
hyderabadi veg biryani,Bikaji,"['hyderabadi', 'veg']",biryani
kitchens of india,Kitchens Of India,[],
jockey women's innerwear,Jockey,"[""women's""]",innerwear
amazon fire tv,Amazon,[],fire tv
parle glucose biscuits,Parle,[],biscuits
cookies ice cream,Hocco Ice Creams,[],ice cream
ice cream vanila,Mercelys Ice Cream,['vanilla'],ice cream
durex climax delay,Durex,"['climax', 'delay']",
dream lengths shampoo,L'Oreal,['dream lengths'],shampoo
adukale puliyogare powder,Adukale,[],puliyogare powder
dark lead pencils,,['dark'],pencils
2l gym bottle,,['2l'],gym bottle
pigeon electric kettle,Pigeon by Stovekraft,[],electric kettle
hide and seek milano,Hide & Seek,[],
water pressure pump,,[],pump
nutripro juicer mixer,Nutripro,[],juicer mixer
kids school shoes,Nike,['kids'],school shoes
sirona period panties,Sirona,['period'],panties
hot electric bag,Hot Delivery Bag,"['hot', 'electric']",bag
dot and key lip,Dot & Key,[],lip
school water bottle,Booster Water,[],water bottle
plum cake chocolate,Plum,"['plum', 'chocolate']",cake
deconstruct vitamin c serum,Deconstruct,['vitamin c'],serum
id lachha paratha,iD,['lachha'],paratha
desi ghee milk food,amul,"['desi', 'ghee']",milk food
mach 3 razor,Gillette,[],razor
airwick air freshener,Air Wick,[],air freshener
shorts for men,Soft Attire,['for men'],shorts
gits gulab jamun mix,Gits,"['gulab jamun', 'mix']",
evereve period panty,Evereve,['period'],panty
boomer chewing gum,Boomer,[],chewing gum
camphor pooja oil,Pooja Beverages,"['camphor', 'pooja']",oil
parry's jaggery powder,Parry's,"['jaggery', 'powder']",
argan oil shampoo,Vip Natural Hair Colour Shampoo,['argan oil'],shampoo
sunscreen dot and key,Dot & Key,[],sunscreen
i phone charger,Apple,[],charger
kaju katli amul,Amul,[],kaju katli
chocolate milk shake,Milk Shake,['chocolate'],milk shake
britannia whole wheat bread,Britannia Breads,['whole wheat'],bread
crompton mixer grinder,Crompton,[],mixer grinder
surf excel sabun,Surf Excel,[],sabun
birthday foil curtain,,"['birthday', 'foil']",curtain
white t shirt,Black & White,['white'],t shirt
black sketch pen,,['black'],sketch pen
gluten free biscuits,,['gluten free'],biscuits
face wash skincare,Fre Skincare,[],face wash
savlon antiseptic liquid,Savlon,['antiseptic'],liquid
sarso oil fortune,Fortune,['sarso'],oil
ceramic cup set,Crystal Cookware,[],cup set
ras luxury skincare,Ras Luxury Skincare,[],
mustard oil 5 ltr,Gulab Oil,"['mustard', '5 ltr']",oil
rich dad poor dad,Richon,[],book
muscleblaze protein bar,MuscleBlaze,[],protein bar
glass container set,Glass Ideas,[],container set
fortune atta 10kg,Fortune,['10kg'],atta
lakme day cream,Lakme,['day cream'],
doms water colour,Doms,[],water colour
basmati biryani rice,Masoori rice,['basmati'],rice
fruit salad mix,Fruits,[],salad mix
black laptop bag,,['black'],laptop bag
amul ice cream family pack,Amul,['family pack'],ice cream
mtr vada mix,MTR,[],vada mix
clazkit kitchen rack,Clazkit,[],kitchen rack
anandam pooja oil,Anandam,[],pooja oil
snackible ragi chips,Snackible,['ragi'],chips
egg less cake,Egg On Eggs,['egg less'],cake
lakme bb cream,Lakme,['bb cream'],
protein shake bottle,Milk Shake,"['protein', 'shake']",bottle
ice cream 500ml,Mercelys Ice Cream,['500ml'],ice cream
hammer ear buds,Hammer,[],ear buds
moong dal 1kg,,['1kg'],moong dal
tea powder red label,Red Label,[],tea powder
led tube light,,[],tube light
camlin geometry box,Camlin Kokuyo,[],geometry box
vaseline body oil,Vaseline,[],body oil
healthy heart oil,Healthy Heart,['healthy'],oil
dresses for women,Adidas Apparel,['for women'],dresses
hansaplast crepe bandage,Hansaplast,['crepe'],bandage
red hair colour,Red,['red'],hair colour
good day chocolate,Britannia,['chocolate'],good day
everyuth body lotion,Everyuth,[],body lotion
aachi biryani masala,Aachi,"['biryani', 'masala']",
bicycle playing cards,Bicycle,[],playing cards
set wet hair gel,Set Wet,[],hair gel
crystal ball lamp,Crystal,"['crystal', 'ball']",lamp
dermaco face wash,The Derma Co,[],face wash
hot glue stick,,['hot'],glue stick
moong dal whole,Dalda,['whole'],moong dal
red mirchi powder,Red,['red'],mirchi powder
dandruff scalp scrub,Skindruf,"['dandruff', 'scalp', 'scrub']",
jbl wired earphones,JBL,[],earphones
tea special milk,Dairy Milk,['special'],milk
let's bite cat food,Let's Bite,[],cat food
shoe bite pads,,['shoe bite'],pads
hot air brush,,[],air brush
jim jam biscuit,Jamun,[],biscuit
laxmi bhog besan,Laxmi Bhog,['laxmi bhog'],besan
sharbati mp wheat,Shaitaan,"['sharbati', 'mp']",wheat
1 kg chicken,Real Good Chicken,['1 kg'],chicken
milk 200 ml,Dairy Milk,['200 ml'],milk
whiskey glass set,Glass Ideas,[],glass set
tide liquid detergent front load,Tide,['front load'],liquid detergent
little diaper xxl,Littles Expert Baby Care,['xxl'],diaper
tshirt for women,,['for women'],tshirt
india gate tibar,India Gate,['tibar'],
frozen french fries,Frehly Frozen,['frozen'],french fries
herbal lizard repellent,,['herbal'],lizard repellent
soulflower hair serum,Soulflower,[],hair serum
himalaya face gel,Himalaya,[],face gel
black pepper grinder,Dr Pepper,['black'],pepper grinder
fried moong dal,,"['fried', 'moong']",dal
godrej genteel liquid detergent,Genteel,[],liquid detergent
cream n onion,Cream Pot,"['cream', 'onion']",
set wet hair spray,Set Wet,[],hair spray
almond corn flakes,Kellogg's,['almond'],corn flakes
almond treat chocolate,The Belgian Chocolate,"['almond', 'chocolate']",
5 liter water,Liquid,['5 liter'],water
good night fast card,Good Knight,['fast'],card
electric lunch box,Batter Box,[],lunch box
plum vitamin c,Plum,['vitamin c'],
fruits banana stem,Fruits,['banana'],fruits
diapers m size,,['m size'],diapers
sebamed baby cream,Sebamed,[],baby cream
transparent mobile cover,,['transparent'],mobile cover
disposable bagasse plates,,"['disposable', 'bagasse']",plates
yu korean cup noodles,Yu Foods,['korean'],cup noodles
johnson baby kit,Johnson's Baby,[],baby kit
hot and sweet,Sweetmate,"['hot', 'sweet']",
instant coffee sachet,Coffee Mate,['instant'],coffee sachet
indica hair color shampoo,Indica,['hair color'],shampoo
daily good pumpkin seeds,Daily Good,['pumpkin seeds'],
cold drinks can,,[],drinks
genteel liquid detergent,Genteel,[],liquid detergent
id instant coffee,iD,[],instant coffee
men's hair gel,Hair,"[""men's""]",hair gel
black salt powder,Salt,['black'],salt powder
red pasta sauce,Peppy Pasta,['red'],pasta sauce
olive oil figaro,Figaro,[],olive oil
chocolate brownie ice cream,HB Brownies,"['chocolate', 'brownie']",ice cream
gopal namkeen sev,Gopal Namkeen,[],sev
dry dates powder,,['dry'],dates powder
money saving box,,['money saving'],box
maybelline new york,Maybelline,[],
cothas filter coffee,Cothas,[],filter coffee
sakthi turmeric powder,Sakthi,[],turmeric powder
jockey men briefs,Jockey,['men'],briefs
gifts for him,,['for him'],gifts
eyebrow pencil black,,['black'],eyebrow pencil
mustard oil packet,,"['mustard', 'packet']",oil
salicylic acid gel,Salactin,['salicylic acid'],gel
tirupati corn oil,Tirupati,[],corn oil
bajaj water heater,Bajaj,[],water heater
kala namak salt,Salt,['kala namak'],salt
shoes for girls,Nike,['for girls'],shoes
moisturizer for dry skin,Moistane,"['moisturizer', 'for dry skin']",
pani puri puri,Puma,[],puri
whisper choice regular,Whisper,"['choice', 'regular']",
shareat pani puri,Shareat,[],pani puri
mars bb cream,Mars Cosmetics,[],bb cream
necklace & pendants,Silvermist Jewelry,[],necklace & pendants
car phone holder,,[],phone holder
balaji tomato wafers,Balaji,[],tomato wafers
thousand island dressing,,[],dressing
mivi bluetooth speaker,Mivi,[],bluetooth speaker
hari darshan dhoop,Hari Darshan,[],dhoop
mix fruit dried,Fruit Treat,"['mix', 'fruit', 'dried']",
plum hand cream,Plum,[],hand cream
l'oreal hair cream,L'Oreal,['hair cream'],
surf excel 500g,Surf Excel,['500g'],
polycarbonate trolley bag,Hot Delivery Bag,['polycarbonate'],trolley bag
plastic bowl set,RATAN PLASTICWARE,"['plastic', 'set']",bowl
beardo face wash,Beardo,[],face wash
hauser gel pen,Hauser,[],gel pen
half kg cake,Cake Mania,['half kg'],cake
eveready aaa batteries,Eveready,[],batteries
sensodyne rapid relief,Sensodyne,['rapid relief'],
tata sky remote,Tata,[],remote
ice cream 1kg,Hocco Ice Creams,['1kg'],ice cream
sakthi biriyani masala,Sakthi,[],biriyani masala
milky mist yoghurt,Milky Mist,[],yoghurt
marshmallow lip gloss,Liponorm,['marshmallow'],lip gloss
amul premium dahi,Amul,['premium'],dahi
red tape shoes,Red Tape,['red'],shoes
crystal gas lighter,Crystal Cookware,['crystal'],gas lighter
aloe vera soap,,['aloe vera'],soap
dog food gravy,Gravol,['gravy'],dog food
face wash garnier,Garnier,[],face wash
spearmint chewing gum,Gud Gum,['spearmint'],chewing gum
mahathri sundaikkai vathal,Mahathri,"['mahathri', 'sundaikkai', 'vathal']",
boldfit sports shoes,Boldfit,['boldfit'],sports shoes
hand wash dispenser,Fortune Dishwasher,[],hand wash dispenser
anti ageing cream,,['anti ageing'],cream
water bottle plastic,Big Plastics,['plastic'],water bottle
sunfeast mom's magic,Sunfeast Mom's Magic,[],
breast feeding pump,,[],breast feeding pump
portronics wireless mouse,Portronics,[],mouse
hdmi to type c,,[],hdmi to type c
swiss beauty eyeshadow,Swiss Beauty,[],eyeshadow
purse for men,,['for men'],purse
paper boat mango,Paper Boat,['mango'],
sona masoori steam rice,Masoori rice,"['sona masoori', 'steam']",rice
fortune wheat atta,Fortune,[],wheat atta
karela jamun juice,Jamun,"['karela', 'jamun']",juice
paneer 1 kg,,['1 kg'],paneer
urad black chilka,Uribid,"['black', 'urad', 'chilka']",
ariel matic front load,Ariel,"['matic', 'front load']",
stainless steel container,Limetro Steel,['stainless steel'],container
kab's jackpot noodles,Kab's Jackpot,[],noodles
dawat basmati rice,Daawat,[],basmati rice
swimming ear plugs,,[],ear plugs
godrej expert hair color,Godrej Expert,[],hair color
sliced black olives,Oliveware,"['sliced', 'black']",olives
moisturizer for men,Moistane,['for men'],moisturizer
ariel front load liquid,Ariel,"['front load', 'liquid']",
vinayak tea pan,Vinayak,[],tea pan
double chabi rice,Cuppa Rice,['double'],rice
veggie burger patty,Venky's,['veggie'],burger patty
himalaya foot cream,Himalaya,[],foot cream
washing machine cleaning powder,,"['washing machine', 'cleaning']",powder
beardo hair serum,Beardo,[],hair serum
bentonite cat litter,,[],cat litter
muscleblaze pre workout,MuscleBlaze,[],pre workout
ice cream sandwiches,Hocco Ice Creams,[],ice cream sandwiches
bounty chocolate shared pack,Bounty,['shared pack'],chocolate
get a way,Get-A-Way,[],
stainless steel scrub,Limetro Steel,['stainless steel'],scrub
aptamil milk powder,Aptamil,[],milk powder
sanitary pad xl,,['xl'],sanitary pad
cream swiss roll,Swisse,"['cream', 'swiss']",roll
baby liquid cleanser,,[],liquid cleanser
himalaya bathing soap,Himalaya,[],bathing soap
lip balm nivea,Nivea,[],lip balm
cadbury perk chocolate,Cadbury,['perk'],chocolate
orange peel mask,Suraksha Mask,['orange peel'],mask
d'lecta mascarpone cheese,Dlecta,[],mascarpone cheese
mars cosmetics mascara,Mars Cosmetics,[],mascara
st botanica shampoo,St Botanica,[],shampoo
sofit soy milk,Sofit,[],soy milk
plant pot tray,,[],plant pot tray
brush with bristles,,['with bristles'],brush
scalp pro shampoo,Scalpe Pro,[],shampoo
vanish detergent liquid,Vanish,[],detergent liquid
type c to 3.5 mm,,"['type c', '3.5 mm']",
15 liter oil,Bio Oil,['15 liter'],oil
udhayam blend coffee,Vayu Tea and Blends,"['udhayam', 'blend']",coffee
amul kool cafe,Amul,"['kool', 'cafe']",
bikaji soan papdi,Bikaji,[],soan papdi
mix fruit jam,Fruit Treat,['mix fruit'],jam
cast iron kadai,Iron,['cast iron'],kadai
khadi naturals mehendi,Khadi Naturals,[],mehendi
whole red chilli,Chillfill,"['whole', 'red']",chilli
ruffpad writing pad,,[],writing pad
veg cup noodles,Bveg Foods,['veg'],cup noodles
hand wash detergent,The Natural Wash,[],detergent
gillette venus razor,Gillette,[],razor
fortune atta 10 kg,Fortune,['10 kg'],atta
window cleaning brush,,[],cleaning brush
kinderjoy harry porter,Kinder,[],
good day biscuits,Bonn- Biscuits & Cakes,[],biscuits
tan removal pack,,['tan removal'],pack
nova hair dryer,Nova,[],hair dryer
nandini good life,Nandini,['good life'],
glass jar set,Happy Jars,[],jar set
non stick fry pan,Pan,['non stick'],fry pan
mee mee toothpaste,Mee Mee,[],toothpaste
500 ml oil,Bio Oil,['500 ml'],oil
roasted yellow chana,Chandan,"['roasted', 'yellow']",chana
iphone 15 pro,,[],iphone
mdh sabji masala,MDH,['sabji masala'],
oppo enco buds,OPPO,[],buds
daawat biryani kit,Daawat,[],biryani kit
jasmine puja oil,Priya Oil,['jasmine'],puja oil
dry fruits box,Shree Ganesh Dry Fruits,['dry fruits'],box
men care shampoo,Hair & Care,['men care'],shampoo
royal cup tea,Cambridge Tea Party,[],tea
amul  milk,Amul,[],milk
mdh chaat masala,MDH,[],chaat masala
5 grain biscuits,Bonn- Biscuits & Cakes,['5 grain'],biscuits
as it is,As-It-Is Nutrition,[],
hot and cold bottle,D cold,"['hot', 'cold']",bottle
deconstruct hair serum,Deconstruct,[],hair serum
ladies finger cut,CuttingEdge,"['ladies finger', 'cut']",
evil eye ring,Ring,[],ring
whisper xl plus,Whisper,"['xl', 'plus']",
bingo no rulz,Bingo!,[],
satyam toor dal,Satyam,[],toor dal
aswini hair oil,Aswins,[],hair oil
electric heat bag,Hot Delivery Bag,['electric'],heat bag
brb popped chips,BRB,['popped'],chips
bike phone holder,Bicycle,[],phone holder
steel pressure cooker,Veer Steel,['steel'],pressure cooker
organic tattva mustard oil,Organic Tattva,['organic'],mustard oil
shoe washing bag,,[],washing bag
modern burger bun,Modern,"['burger', 'bun']",
kinderjoy harry poter,Kinder Joy,['harry poter'],
safal mixed vegetables,Safal,['mixed'],vegetables
heritage total curd pouch,Heritage,"['total', 'pouch']",curd
cavins vanilla milkshake,Cavin's,['vanilla'],milkshake
dragon fruit fresh,Fruits,['fresh'],dragon fruit
vitamin c capsule,Vitamin,['vitamin c'],capsule
pan 40 tablet,Pan,['40 tablet'],pan
all clear shampoo,Vip Natural Hair Colour Shampoo,[],shampoo
keya mixed herbs,Keya,['mixed'],herbs
men gym wear,,['men'],gym wear
chocolate lava cake,Lava,[],cake
zebronics laptop stand,Zebronics,[],laptop stand
prega news kit,Prega News,[],kit
indus valley hair colour,The Indus Valley,[],hair colour
tuvar ki daal,Curaa,[],daal
ashirwad select atta,Aashirvaad,[],atta
bajaj iron box,Bajaj,[],iron box
parle-g gold biscuits,Parle,['gold'],biscuits
digital weight machine,,[],weight machine
henko top load,Henko,[],top load
fresh cream amul,Amul,['fresh'],cream
lakme lip love,Lakme,['lip love'],
hershey's hot chocolate,hershey's,[],hot chocolate
plum shower gel,Plum,[],shower gel
face wash cetaphil,Cetaphil,[],face wash
amul fresh malai,Amul,['fresh'],malai
moisturizer for face,Moistane,['for face'],moisturizer
cream bell sandwich,Cream Bell,['sandwich'],cream
boldfit wrist support,Boldfit,"['wrist', 'support']",
body wash lux,Lux,[],body wash
dairy day cone,Dairy Day,[],cone
full cream dudh,amul,['full cream'],dudh
boat charging cable,boat,[],charging cable
coloressence nail polish,Coloressence,[],nail polish
bark out loud shampoo,Bark Out Loud,[],shampoo
dairy milk pack,Dairy Milk,['pack'],
maharaja mixer grinder,Maharaja,[],mixer grinder
chocoblast wafer cone,Chocoblast,[],wafer cone
pears body soaps,Pears,[],body soaps
bhagyalakshmi gram flour,Bhagyalakshmi,[],gram flour
predator energy drinks,Predator,[],energy drinks
aloo pyaz kulcha,Mahaarajaa,[],kulcha
colgate vedshakti toothpaste,Colgate,['vedshakti'],toothpaste
body hair removal,Hair,"['body', 'hair removal']",
amul icecream tub,Amul,[],icecream tub
kinder joy new,Kinder Joy 2024,['new'],kinder joy
four square cigarettes,Four Square,[],cigarettes
boult y1 pro,Boult Audio,[],
maroon nail polish,Nailrox,['maroon'],nail polish
moisturizer dot and key,Dot & Key,[],moisturizer
sona moong dal,Masoor Dal,['sona'],moong dal
pain relief bag,Hot Delivery Bag,['pain relief'],bag
let's try cookies,CookieMan,[],cookies
