"query","brand","attributes","product_type"
"india gate mogra rice","ice","['mogra']","rice"
"mtr uttapam mix","mtr","[]","uttapam mix"
"mama earth body lotion","arth","[]","body lotion"
"black sheer high waist",,"['black', 'sheer', 'high waist']",
"double apple flavour","apple","['double', 'apple', 'flavour']",
"one plus neck band","one","[]","neck band"
"jack body oil",,"[]","body oil"
"type a cable",,"[]","cable"
"arhar ki dal",,"[]","dal"
"little diaper m size","lit","['m size']","diaper"
"dairy milk chocolate 20","air","['20']","chocolate"
"arjun ki chal","arjun","[]",
"dog nail cutter",,"[]","nail cutter"
"use and throw plate",,"['use and throw']","plate"
"black forest ice cream","ice","['black forest']","ice cream"
"jewels galaxy pack","gala","[]","pack"
"nescafe black roast","nescafe","['black', 'roast']",
"king fisher beer","king","[]","beer"
"yardley body perfume",,"[]","body perfume"
"epigamia almond milk","almo","['almond']","milk"
"sakura sushi rice","ice","[]","sushi rice"
"nandini slim milk","nandini","['slim']","milk"
"vegetable cutting board",,"[]","cutting board"
"nutraj dry fruits","fru","[]","dry fruits"
"fem hair removal","air","['fem']","hair removal"
"emami refined oil","emami","['refined']","oil"
"air tight box","air","['air tight']","box"
"baby diaper xxl",,"['xxl']","diaper"
"impower pepper spray","impower","[]","pepper spray"
"santoor baby soap","ant","[]","baby soap"
"aavin cow milk","aavin","[]","milk"
"travel shoe cover",,"['travel']","shoe cover"
"vicco turmeric cream","vicco","['turmeric']","cream"
"party snow spray",,"['party', 'snow']","spray"
"whisper night xl",,"['night', 'xl']",
"bike key chain","key","[]","key chain"
"dairy milk 10 rupees","air","['10 rupees']",
"raw pressery pineapple","apple","['pineapple']",
"crompton led bulb","crompton","[]","led bulb"
"complete care toothpaste","com","['complete care']","toothpaste"
"kids t shirt",,"['kids']","t shirt"
"papaya facial kit",,"['papaya']","facial kit"
"pepe jeans trunk","pepe jeans","[]","trunk"
"gokul special milk","gokul","['special']","milk"
"oil rice bran","ice","['rice bran']","oil"
"mobile holder for scooty","mobil","[]","mobile holder"
"scalp plus shampoo","cal","[]","shampoo"
"protein bar pack","pac","['pack']","protein bar"
"glow & lovely facewash","ace","['glow']","facewash"
"dry skin lotion","lot","['dry', 'skin']","lotion"
"car mobile stand","mobil","[]","mobile stand"
"face wash patanjali","ace","[]","face wash"
"dabur lal paste","dabur","['lal paste']",
"giffy dishwash liquid","giffy","[]","dishwash liquid"
"long grain basmati rice","ice","['long grain', 'basmati']","rice"
"usb c to c",,"[]","usb cable"
"quechua by decathlon","deca","[]",
"kiwi hookah flavour","kiwi","['kiwi', 'hookah', 'flavour']",
"black tea bag",,"['black']","tea bag"
"sunfeast cream biscuit","sunfeast","[]","biscuit"
"bioderma face sunscreen","ace","[]","sunscreen"
"bride to be decor","cor","['bride to be']","decor"
"swiss beauty kajal","swiss beauty","[]","kajal"
"hyphen sun care","hyphen","['sun care']",
"stainless steel sipper",,"['stainless steel']","sipper"
"wai wai cup noodles",,"[]","cup noodles"
"dry ribbon fish","bon","['dry']","ribbon fish"
"elle 18 compact","com","[]","compact"
"sunfeast farmlite biscuits","farm","['farmlite']","biscuits"
"6 pack eggs","pac","['6 pack']","eggs"
"dog chew toy",,"[]","chew toy"
"dairy milk nut","air","['nut']",
"hp laptop bag",,"[]","laptop bag"
"ready to eat rice","ice","['ready to eat']","rice"
"food packing covers","king","[]","packing covers"
"gold flake honey","gold","['honey']",
"hand grip strengthener",,"[]","hand grip strengthener"
"clothes washing soap","lot","[]","washing soap"
"whisper maxi fit","maxi","['maxi fit']",
"nimyle neem cleaner","neem","['neem']","cleaner"
"birthday return gift",,"['birthday', 'return gift']",
"keya shell pasta","key","[]","shell pasta"
"karuppu kavuni rice","ice","['karuppu', 'kavuni']","rice"
"double horse urad dal","double horse","[]","urad dal"
"himalayan salt makhana","himalaya","['himalayan salt']","makhana"
"dr ortho oil","dr ortho","[]","oil"
"bonn brown bread","bon","['brown']","bread"
"chocolate 10 rupees",,"['chocolate', '10 rupees']",
"sunflower oil tin","flo","['sunflower']","oil"
"tops white vinegar","hit","['white']","vinegar"
"fun flips chips","fun flips","[]","chips"
"havmor dark chocolate","ark","['dark']","chocolate"
"mars lip tint","mars","[]","lip tint"
"coke zero soft drinks","coke zero","[]","soft drinks"
"kinder joy harry potter.","joy","[]",
"garnier oil clear","clear","['oil', 'clear']",
"bellavita white oud","avi","['white oud']",
"warm water bag",,"['warm']","water bag"
"naughty cards for couple",,"['naughty', 'for couple']","cards"
"rishta idli batter","rishta","[]","idli batter"
"chocolate flavour condoms","dom","['chocolate flavour']","condoms"
"cross body bag","cross","[]","bag"
"cotton hand towel",,"['cotton']","hand towel"
"trimax roller pen","imax","[]","roller pen"
"rice mini mogra","ice","['mini']","rice"
"basil leaves loose","loose","['loose']","basil leaves"
"hp printer ink","rin","[]","printer ink"
"sugar pop lip gloss","sugar pop","[]","lip gloss"
"parachute rosemary oil","ara","['rosemary']","oil"
"four line book",,"[]","book"
"climax delay condoms","dom","['delay']","condoms"
"eastern garam masala","ara","[]","garam masala"
"green tea lipton","lipton","['green']","tea"
"mtr vangibath powder","iba","['vangibath']","powder"
"tiffin box steel",,"['steel']","tiffin box"
"bajare ka aata",,"['bajare']","aata"
"cap for women","omen","['for women']","cap"
"kapiva coconut oil","cocon","[]","coconut oil"
"brown bread small","bro","['brown', 'small']","bread"
"robin fabric whitener","hit","['fabric', 'whitener']",
"cookies and cream ice cream","ice","['cookies and cream']","ice cream"
"good day choco chip","good day","['choco chip']","good day"
"toilet seat spray","ilet","[]","spray"
"satyam dry coconut","cocon","['dry']","coconut"
"odomos roll on","dom","[]","roll on"
"dettol skincare handwash","dettol","['skincare']","handwash"
"adult diaper tape",,"['adult']","diaper"
"hair color spray","air","[]","hair color spray"
"water 500 ml",,"['500 ml']","water"
"rajdhani moong dal","moon","[]","moong dal"
"clinic plus shampoo pouch","clin","[]","shampoo"
"kissan tomato sauce","kissan","[]","tomato sauce"
"puramate whipping cream","pin","[]","whipping cream"
"biskfarm butter ruskit","biskfarm","[]","ruskit"
"menstrual cup medium",,"['medium']","menstrual cup"
"mini washing machine","mac","['mini']","washing machine"
"luvlap diapers xl","luvlap","['xl']","diapers"
"himalaya tooth paste","himalaya","[]","tooth paste"
"dettol neem soap","dettol","['neem']","soap"
"fair and handsome face wash","ace","['fair and handsome']","face wash"
"deconstruct face creams","ace","[]","face creams"
"decathlon waist bag","deca","[]","waist bag"
"nescafe iced latte","ice","['iced']","latte"
"daily good chana dal","daily","[]","chana dal"
"water bottle pack","pac","['pack']","water bottle"
"haus & kinder","haus & kinder","[]",
"ice cream 1 litre","ice","['1 litre']","ice cream"
"lakme night cream","lakme","['night cream']",
"tea tree face wash","ace","['tea tree']","face wash"
"microwave safe lunch box","lunch","['microwave safe']","lunch box"
"air freshener spray","air","[]","air freshener spray"
"daily good kokum","daily","['kokum']",
"south indian meal",,"[]","meal"
"lifelong weighing scale","cal","[]","weighing scale"
"garlic 1 kg","garlic","['1 kg']","garlic"
"baby dove soap","baby dove","[]","soap"
"iphone 13 charger","arg","[]","charger"
"thakur prasad calender","cal","[]","calender"
"surf excel easy wash liquid","liquid","['easy wash']","liquid"
"prega news pregnancy kit","new","[]","pregnancy kit"
"gubb hair rollers","air","[]","hair rollers"
"tata tea 100g","tata","['100g']","tea"
"nutralite choco spread","alite","['choco spread']",
"a3 drawing book","raw","[]","drawing book"
"ice cream c","ice","[]","ice cream"
"fortune oil bottle","fortune","[]","oil"
"pet training pads",,"[]","training pads"
"bisleri water 5l","bisleri","['5l']","water"
"heritage full cream","full","['full cream']",
"dant kanti patanjali","anjali","[]",
"shampoo clinic plus","clin","[]","shampoo"
"unsweetened cocoa powder","uns","['unsweetened']","cocoa powder"
"get a whey",,"[]",
"cloth drying rope","lot","[]","rope"
"floral bathroom cleaner","flo","['floral']","bathroom cleaner"
"egg protein shampoo","pro","['egg', 'protein']","shampoo"
"dhaniya jeera powder","era","['dhaniya', 'jeera']","powder"
"date crown dates","crown","['crown', 'dates']","date"
"cadbury gems chocolate","cadbury","[]","chocolate"
"boat rockerz 450 pro","pro","['rockerz 450 pro']",
"baygon mosquito killer","baygon","[]","mosquito killer"
"nan pro 4","pro","[]","nan pro 4"
"sitafal ice cream","ice","['sitafal']","ice cream"
"kinder joy hary","joy","[]",
"gala washing brush","bru","[]","washing brush"
"body wash fiama","fiama","[]","body wash"
"black pen gel",,"['black', 'gel']","pen"
"aashirvaad turmeric powder","aashirvaad","[]","turmeric powder"
"choco chips icecream","ice","['choco chips']","icecream"
"mama earth cream","arth","[]","cream"
"coffee pouch nescafe","nescafe","['pouch']","coffee"
"basmati long rice","ice","['basmati', 'long']","rice"
"toilet paper holder","ilet","[]","toilet paper holder"
"amul chocolate spread","amul","[]","chocolate spread"
"lotus flavoured biscuits","lot","['lotus flavoured']","biscuits"
"mother sparsh detergent","gen","[]","detergent"
"uniball gel pen","iba","[]","gel pen"
"motorzee car cover","motorzee","[]","car cover"
"dairy milk roasted almonds","air","['roasted', 'almonds']",
"face mask men","ace","['men']","face mask"
"sugar free green","sugar","['sugar free', 'green']",
"smooth peanut butter","oot","['smooth']","peanut butter"
"tooth brush case","bru","[]","case"
"love beauty planet shampoo","lan","[]","shampoo"
"naagin hot sauce","gin","[]","hot sauce"
"soft toy pillow",,"['soft']","toy pillow"
"skin fruit cream","fru","['skin', 'fruit']","cream"
"amul butter small","amul","['small']","butter"
"the khao project","ect","[]",
"electric water heater","ect","[]","water heater"
"portronics tyre inflator","nic","[]","tyre inflator"
"nutrela mini chunks","nutrela","['mini chunks']",
"redbull sugar free","red","['sugar free']",
"himalaya aloe vera gel","era","['aloe vera']","gel"
"chemist at play face scrub","ace","[]","face scrub"
"bakers dozen cookies",,"[]","cookies"
"bblunt hair colour","air","[]","hair colour"
"baby sleeping bag","pin","[]","sleeping bag"
"nivea roll on women","nivea","['women']","roll on"
"luggage cover blossom",,"['blossom']","luggage cover"
"the healthy binge chips","health","['healthy']","chips"
"ariel liquid top load","ariel","['liquid', 'top load']",
"chilli sprinkled chips","rin","['chilli sprinkled']","chips"
"campus sutra hoodie","campus","[]","hoodie"
"vim lemon dishwash","vim","['lemon']","dishwash"
"ambi pur car freshener","ambi pur","[]","car freshener"
"extra dark pencil","ark","['extra dark']","pencil"
"lemon pepper chicken","hic","['lemon', 'pepper']","chicken"
"small plastic box",,"['small', 'plastic']","box"
"iodex pain relief","iodex","['pain relief']",
"godrej fab detergent","gen","[]","detergent"
"minimalist body lotion","lot","['body lotion', 'minimalist']",
"tedibar bathing bar","iba","[]","bathing bar"
"sunfeast milk shake","milk shake","[]","milk shake"
"modern kitchens murukku","itch","[]","murukku"
"happy birthday tag","appy","[]","tag"
"real mixed fruit","fru","['mixed fruit']",
"kiissan tomato sauce",,"[]","tomato sauce"
"cello dinner set","cello","[]","dinner set"
"moong dal chilla","moon","['moong dal']","chilla"
"hurricane energy drink","hurricane","[]","energy drink"
"dhampur green khand","dhampur green","[]","khand"
"boldfit swimming costume","boldfit","['boldfit']","swimming costume"
"cadbury oreo vanilla","anil","['cadbury', 'vanilla']",
"india gate biryani rice","ice","[]","biryani rice"
"english oven milk bread","english oven","[]","milk bread"
"milton tiffin box","milton","[]","tiffin box"
"paragon kids shoes","ara","[]","shoes"
"food weight scale","cal","[]","scale"
"silk cut blue","silk cut","['blue']","silk"
"portronics iphone cable","nic","[]","cable"
"sunflower oil gulab","flo","['sunflower']","oil"
"ananda cow ghee","ananda","[]","ghee"
"gift for husband",,"[]","gift"
"fat free milk",,"['fat free']","milk"
"whisper ultra pads","ultra","['ultra']","pads"
"mint chewing gum",,"['mint']","chewing gum"
"ant esports keyboard","ant","[]","keyboard"
"aloo bhujia haldiram","hald","['aloo', 'bhujia']",
"family pack maggi","maggi","['family pack']","maggi"
"full body trimmer","full","[]","trimmer"
"smart watch belt",,"[]","watch belt"
"lakme loose powder","lakme","['loose powder']",
"plain hakka noodle",,"['plain']","hakka noodle"
"mb whey protein","pro","[]","whey protein"
"frozen mix vegetables",,"['frozen', 'mix']","vegetables"
"britannia treat wafers","britannia","['treat']","wafers"
"dlecta cheese slice","dlecta","[]","cheese slice"
"fix my curl",,"[]",
"surf excel shots","surf excel","[]","shots"
"ashirwad atta 5kg",,"['5kg']","atta"
"jeeraga samba rice","era","['jeeraga', 'samba']","rice"
"shan paya masala","asal","['paya', 'masala']",
"sofy pad xxl","sofy","['xxl']","pad"
"wash basin brush","bru","[]","brush"
"luvlap baby cap","luvlap","[]","cap"
"nivia football pump","nivia","[]","football pump"
"brown rolling paper","bro","['brown']","rolling paper"
"nutriglow hair spa","air","[]","hair spa"
"besan ke laddu","add","['besan']","laddu"
"olive hair oil","air","['olive']","hair oil"
"zero maida buns","uns","['zero', 'maida']","buns"
"christmas gift box",,"['christmas', 'gift', 'box']",
"milk country delight","country delight","[]","milk"
"hair colour brown","air","['brown']","hair colour"
"ghee small pack","pac","['small pack']","ghee"
"ice cream go zero","go zero","['ice cream']",
"blueberry greek yogurt",,"['blueberry', 'greek']","yogurt"
"kuber industries pots","kuber industries","[]","pots"
"kadai paneer masala","asal","['kadai', 'paneer', 'masala']",
"ata 10 kg",,"['10 kg']","ata"
"makeup fixing spray",,"[]","makeup fixing spray"
"salicylic acid body wash",,"['salicylic acid']","body wash"
"charger for android","arg","[]","charger"
"nude nail polish",,"['nude']","nail polish"
"zepto cafe rice","ice","[]","rice"
"johnson's baby set","johnson's baby","[]","set"
"gopal chana jor","gopal","[]","chana jor"
"organic tattva jaggery","nic","[]","jaggery"
"freeze storage box","ora","['freeze', 'storage']","box"
"ice cream cone amul","amul","[]","ice cream cone"
"dad to be",,"['dad to be']",
"ice cream tender coconut","cocon","['tender coconut']","ice cream"
"black stone flower","flo","['black', 'stone flower']",
"tooth brush box","bru","[]","tooth brush box"
"amul plain khoa","amul","['plain']","khoa"
"iphone 13 pro max","one","[]","iphone"
"fresh lime soda","fresh","['fresh', 'lime']","soda"
"gala cloth brush","bru","[]","cloth brush"
"pond's pure detox","pond's","['pure', 'detox']",
"nestle instant coffee","ant","[]","coffee"
"urad dal 1 kg",,"['1 kg']","dal"
"lakme matte lipstick","lakme","['matte']","lipstick"
"knorr mushroom soup","knorr","['mushroom']","soup"
"baby diaper m size",,"['baby', 'm size']","diaper"
"baby care kit",,"[]","baby care kit"
"dot n key lip balm","key","[]","lip balm"
"thermal set women","omen","['thermal', 'women']","set"
"happy birthday gift","appy","[]","gift"
"basmati rice mogra","ice","['basmati', 'mogra']","rice"
"type c otg",,"['type c']","otg"
"rice water facewash","ace","['rice water']","facewash"
"luxurious bath robe","lux","['luxurious']","bath robe"
"elastic sofa protector","ect","['elastic']","sofa protector"
